Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,State,City,Region,Product ID,Category,Sub Category,Product Name,Quantity,Unit Price,Discount,Sales,Cost,Profit,Profit Margin,Payment Mode,Shipping Mode
ORD-20231391,2023-08-04,2023-08-08,CUST-6327,Customer 6327,Corporate,United States,State_44,City_75,Central,PROD-TEC-3402,Technology,Copiers,Copiers Product 45,2,124.21,0.15,211.16,127.3,83.86,0.3971,Cash on Delivery,Second Class
ORD-20231392,2023-04-16,2023-04-23,CUST-5090,Customer 5090,Home Office,United States,State_43,City_77,East,PROD-OFF-8707,Office Supplies,Fasteners,Fasteners Product 11,8,180.01,0.0,1440.08,965.64,474.44,0.3295,PayPal,Same Day
ORD-20231393,2023-11-11,2023-11-18,CUST-6467,Customer 6467,Home Office,United Kingdom,State_25,City_74,North,PROD-OFF-2901,Office Supplies,Fasteners,Fasteners Product 5,3,278.31,0.01,826.58,545.62,280.96,0.3399,Bank Transfer,Same Day
ORD-20231394,2023-04-29,2023-05-05,CUST-9551,Customer 9551,Corporate,Germany,State_45,City_64,West,PROD-FUR-8759,Furniture,Labels,Labels Product 1,2,179.23,0.28,258.09,107.72,150.37,0.5826,PayPal,Standard Class
ORD-20231395,2023-11-18,2023-11-24,CUST-2865,Customer 2865,Home Office,France,State_24,City_69,West,PROD-FUR-2639,Furniture,Furnishings,Furnishings Product 21,2,377.78,0.08,695.12,375.04,320.08,0.4605,PayPal,First Class
ORD-20231396,2024-11-13,2024-11-17,CUST-8124,Customer 8124,Consumer,United States,State_3,City_82,Central,PROD-FUR-6487,Furniture,Furnishings,Furnishings Product 18,9,119.99,0.07,1004.32,547.54,456.78,0.4548,PayPal,Same Day
ORD-20231397,2025-03-25,2025-03-31,CUST-5858,Customer 5858,Home Office,Canada,State_17,City_99,South,PROD-OFF-2677,Office Supplies,Binders,Binders Product 48,5,243.93,0.21,963.52,713.96,249.56,0.259,Debit Card,Second Class
ORD-20231398,2024-10-26,2024-10-28,CUST-9074,Customer 9074,Home Office,United States,State_12,City_73,West,PROD-OFF-8609,Office Supplies,Storage,Storage Product 29,7,430.67,0.25,2261.02,1324.68,936.34,0.4141,Credit Card,Standard Class
ORD-20231399,2025-04-30,2025-05-03,CUST-4379,Customer 4379,Consumer,France,State_43,City_86,South,PROD-OFF-9587,Office Supplies,Binders,Binders Product 17,12,274.74,0.13,2868.29,1627.39,1240.9,0.4326,Credit Card,First Class
ORD-20231400,2023-04-21,2023-04-28,CUST-3093,Customer 3093,Corporate,Germany,State_42,City_78,South,PROD-OFF-3965,Office Supplies,Art,Art Product 3,12,42.18,0.3,354.31,206.91,147.4,0.416,Credit Card,Same Day
ORD-20231401,2025-03-13,2025-03-15,CUST-2820,Customer 2820,Home Office,United States,State_19,City_75,Central,PROD-FUR-6414,Furniture,Chairs,Chairs Product 4,5,489.79,0.27,1787.73,1069.5,718.23,0.4018,Bank Transfer,Standard Class
ORD-20231402,2024-08-18,2024-08-22,CUST-1784,Customer 1784,Corporate,Germany,State_50,City_80,West,PROD-OFF-6849,Office Supplies,Storage,Storage Product 42,6,139.87,0.1,755.3,418.58,336.72,0.4458,PayPal,Standard Class
ORD-20231403,2023-07-03,2023-07-05,CUST-6730,Customer 6730,Corporate,Australia,State_20,City_66,Central,PROD-OFF-1300,Office Supplies,Supplies,Supplies Product 3,15,395.65,0.06,5578.66,3482.63,2096.03,0.3757,Cash on Delivery,Second Class
ORD-20231404,2025-03-21,2025-03-23,CUST-8121,Customer 8121,Corporate,Australia,State_26,City_9,Central,PROD-FUR-7899,Furniture,Chairs,Chairs Product 49,15,181.74,0.16,2289.92,1177.99,1111.93,0.4856,PayPal,Second Class
ORD-20231405,2024-08-02,2024-08-03,CUST-7062,Customer 7062,Corporate,United States,State_30,City_31,South,PROD-FUR-1328,Furniture,Furnishings,Furnishings Product 21,15,333.07,0.07,4646.33,2733.49,1912.84,0.4117,Debit Card,First Class
ORD-20231406,2025-06-19,2025-06-21,CUST-2469,Customer 2469,Corporate,United States,State_50,City_92,South,PROD-TEC-9670,Technology,Accessories,Accessories Product 11,12,488.12,0.07,5447.42,2946.5,2500.92,0.4591,Credit Card,Standard Class
ORD-20231407,2023-09-22,2023-09-28,CUST-9341,Customer 9341,Corporate,United States,State_47,City_42,North,PROD-TEC-4908,Technology,Phones,Phones Product 1,15,163.95,0.03,2385.47,1404.98,980.49,0.411,Credit Card,First Class
ORD-20231408,2025-01-14,2025-01-21,CUST-1299,Customer 1299,Corporate,Australia,State_39,City_80,North,PROD-TEC-8905,Technology,Accessories,Accessories Product 40,9,32.55,0.27,213.85,104.61,109.24,0.5108,Bank Transfer,First Class
ORD-20231409,2025-03-05,2025-03-10,CUST-6212,Customer 6212,Corporate,Germany,State_33,City_83,Central,PROD-OFF-5176,Office Supplies,Binders,Binders Product 19,15,415.25,0.29,4422.41,1849.95,2572.46,0.5817,Credit Card,First Class
ORD-20231410,2024-04-23,2024-04-26,CUST-9471,Customer 9471,Corporate,Germany,State_8,City_75,West,PROD-OFF-6236,Office Supplies,Fasteners,Fasteners Product 24,10,33.74,0.03,327.28,149.24,178.04,0.544,Credit Card,First Class
ORD-20231411,2025-02-09,2025-02-12,CUST-2886,Customer 2886,Consumer,Canada,State_24,City_74,East,PROD-OFF-7912,Office Supplies,Envelopes,Envelopes Product 12,11,211.49,0.2,1861.11,1236.83,624.28,0.3354,PayPal,Standard Class
ORD-20231412,2025-11-03,2025-11-07,CUST-2758,Customer 2758,Home Office,United Kingdom,State_48,City_4,South,PROD-OFF-5385,Office Supplies,Binders,Binders Product 15,3,407.4,0.08,1124.42,468.02,656.4,0.5838,Debit Card,First Class
ORD-20231413,2023-08-13,2023-08-15,CUST-7673,Customer 7673,Home Office,Canada,State_37,City_77,North,PROD-OFF-7361,Office Supplies,Paper,Paper Product 19,4,313.92,0.07,1167.78,643.61,524.17,0.4489,Bank Transfer,First Class
ORD-20231414,2023-09-23,2023-09-27,CUST-9443,Customer 9443,Consumer,Australia,State_44,City_41,West,PROD-TEC-4959,Technology,Copiers,Copiers Product 9,8,124.28,0.14,855.05,503.04,352.01,0.4117,PayPal,First Class
ORD-20231415,2025-10-21,2025-10-26,CUST-7370,Customer 7370,Home Office,France,State_23,City_32,Central,PROD-TEC-7067,Technology,Accessories,Accessories Product 42,1,210.76,0.01,208.65,115.87,92.78,0.4447,Debit Card,First Class
ORD-20231416,2025-09-06,2025-09-09,CUST-3650,Customer 3650,Consumer,United States,State_8,City_38,East,PROD-FUR-6930,Furniture,Labels,Labels Product 19,1,484.77,0.08,445.99,220.32,225.67,0.506,Credit Card,First Class
ORD-20231417,2025-05-03,2025-05-05,CUST-4233,Customer 4233,Consumer,United Kingdom,State_42,City_93,Central,PROD-FUR-1061,Furniture,Furnishings,Furnishings Product 29,1,89.13,0.13,77.54,60.21,17.33,0.2235,Bank Transfer,Second Class
ORD-20231418,2025-06-21,2025-06-22,CUST-2890,Customer 2890,Consumer,United Kingdom,State_33,City_26,West,PROD-OFF-9001,Office Supplies,Supplies,Supplies Product 25,13,361.15,0.16,3943.76,2477.21,1466.55,0.3719,Cash on Delivery,Second Class
ORD-20231419,2024-12-27,2025-01-02,CUST-1358,Customer 1358,Corporate,Australia,State_40,City_91,East,PROD-OFF-5202,Office Supplies,Art,Art Product 15,9,31.78,0.19,231.68,123.54,108.14,0.4668,Bank Transfer,Standard Class
ORD-20231420,2023-08-31,2023-09-06,CUST-9831,Customer 9831,Home Office,United States,State_26,City_45,South,PROD-OFF-7220,Office Supplies,Art,Art Product 3,11,422.04,0.04,4456.74,2483.56,1973.18,0.4427,PayPal,First Class
ORD-20231421,2025-07-11,2025-07-16,CUST-7649,Customer 7649,Consumer,United Kingdom,State_35,City_23,East,PROD-OFF-7223,Office Supplies,Fasteners,Fasteners Product 14,12,412.14,0.01,4896.22,2926.28,1969.94,0.4023,Bank Transfer,First Class
ORD-20231422,2025-10-20,2025-10-23,CUST-5425,Customer 5425,Corporate,United Kingdom,State_12,City_36,Central,PROD-TEC-8688,Technology,Machines,Machines Product 23,8,313.55,0.15,2132.14,1268.88,863.26,0.4049,PayPal,Standard Class
ORD-20231423,2024-08-10,2024-08-14,CUST-5710,Customer 5710,Consumer,France,State_5,City_67,West,PROD-TEC-8489,Technology,Copiers,Copiers Product 14,1,427.07,0.18,350.2,257.85,92.35,0.2637,Credit Card,First Class
ORD-20231424,2023-04-02,2023-04-04,CUST-4530,Customer 4530,Consumer,France,State_43,City_75,North,PROD-TEC-1159,Technology,Phones,Phones Product 11,12,347.04,0.04,3997.9,2577.11,1420.79,0.3554,PayPal,Second Class
ORD-20231425,2023-01-23,2023-01-26,CUST-3314,Customer 3314,Home Office,Canada,State_50,City_71,South,PROD-FUR-9124,Furniture,Furnishings,Furnishings Product 9,6,294.3,0.14,1518.59,1134.79,383.8,0.2527,Bank Transfer,Standard Class
ORD-20231426,2024-01-13,2024-01-14,CUST-2293,Customer 2293,Home Office,United Kingdom,State_22,City_52,South,PROD-OFF-1638,Office Supplies,Paper,Paper Product 20,4,436.25,0.06,1640.3,740.53,899.77,0.5485,Credit Card,Second Class
ORD-20231427,2025-09-26,2025-09-28,CUST-4578,Customer 4578,Corporate,France,State_30,City_47,Central,PROD-TEC-5142,Technology,Copiers,Copiers Product 4,7,284.09,0.18,1630.68,758.7,871.98,0.5347,Debit Card,Standard Class
ORD-20231428,2024-01-31,2024-02-06,CUST-8677,Customer 8677,Corporate,Australia,State_34,City_86,North,PROD-OFF-4485,Office Supplies,Appliances,Appliances Product 21,7,429.59,0.2,2405.7,1723.05,682.65,0.2838,PayPal,Same Day
ORD-20231429,2024-12-02,2024-12-07,CUST-7579,Customer 7579,Home Office,Australia,State_20,City_91,Central,PROD-FUR-6741,Furniture,Bookcases,Bookcases Product 34,9,246.8,0.04,2132.35,1296.09,836.26,0.3922,Debit Card,Same Day
ORD-20231430,2024-10-24,2024-10-27,CUST-2204,Customer 2204,Consumer,United Kingdom,State_9,City_27,Central,PROD-OFF-9256,Office Supplies,Storage,Storage Product 28,4,325.32,0.1,1171.15,776.48,394.67,0.337,PayPal,Standard Class
ORD-20231431,2024-12-31,2025-01-06,CUST-8097,Customer 8097,Consumer,United Kingdom,State_36,City_58,West,PROD-TEC-8826,Technology,Phones,Phones Product 21,10,410.21,0.2,3281.68,2213.69,1067.99,0.3254,Cash on Delivery,First Class
ORD-20231432,2024-07-23,2024-07-27,CUST-2111,Customer 2111,Home Office,France,State_7,City_46,Central,PROD-FUR-6706,Furniture,Furnishings,Furnishings Product 33,1,175.61,0.21,138.73,97.33,41.4,0.2984,Debit Card,Standard Class
ORD-20231433,2023-07-13,2023-07-15,CUST-3308,Customer 3308,Corporate,United States,State_31,City_47,South,PROD-TEC-3613,Technology,Copiers,Copiers Product 29,4,383.44,0.0,1533.76,1143.17,390.59,0.2547,Bank Transfer,First Class
ORD-20231434,2023-10-11,2023-10-15,CUST-9245,Customer 9245,Consumer,United States,State_42,City_35,East,PROD-OFF-1205,Office Supplies,Appliances,Appliances Product 17,13,84.06,0.13,950.72,619.55,331.17,0.3483,PayPal,First Class
ORD-20231435,2023-05-29,2023-06-02,CUST-2070,Customer 2070,Home Office,United States,State_43,City_64,Central,PROD-TEC-5578,Technology,Copiers,Copiers Product 20,15,437.95,0.16,5518.17,3834.34,1683.83,0.3051,Debit Card,First Class
ORD-20231436,2023-08-11,2023-08-16,CUST-4939,Customer 4939,Consumer,Canada,State_37,City_93,North,PROD-TEC-9808,Technology,Phones,Phones Product 45,13,54.64,0.16,596.67,361.87,234.8,0.3935,Bank Transfer,First Class
ORD-20231437,2024-02-04,2024-02-10,CUST-4580,Customer 4580,Home Office,United States,State_2,City_27,West,PROD-OFF-2668,Office Supplies,Binders,Binders Product 39,12,188.08,0.08,2076.4,1435.08,641.32,0.3089,Debit Card,Standard Class
ORD-20231438,2023-12-29,2024-01-04,CUST-4001,Customer 4001,Corporate,Australia,State_1,City_63,North,PROD-TEC-4461,Technology,Copiers,Copiers Product 14,7,215.77,0.2,1208.31,914.61,293.7,0.2431,PayPal,First Class
ORD-20231439,2023-02-06,2023-02-07,CUST-9115,Customer 9115,Home Office,United Kingdom,State_25,City_95,Central,PROD-OFF-8415,Office Supplies,Paper,Paper Product 11,3,124.62,0.06,351.43,251.88,99.55,0.2833,PayPal,First Class
ORD-20231440,2023-07-18,2023-07-21,CUST-4508,Customer 4508,Home Office,United Kingdom,State_17,City_1,East,PROD-OFF-3358,Office Supplies,Binders,Binders Product 1,6,221.47,0.23,1023.19,570.77,452.42,0.4422,Cash on Delivery,First Class
ORD-20231441,2024-09-06,2024-09-10,CUST-2127,Customer 2127,Corporate,United Kingdom,State_44,City_22,Central,PROD-TEC-6274,Technology,Copiers,Copiers Product 2,12,499.29,0.07,5572.08,2268.14,3303.94,0.5929,Debit Card,Same Day
ORD-20231442,2024-11-13,2024-11-19,CUST-9686,Customer 9686,Consumer,Germany,State_31,City_2,East,PROD-OFF-5243,Office Supplies,Supplies,Supplies Product 39,14,323.25,0.14,3891.93,2412.76,1479.17,0.3801,Bank Transfer,Same Day
ORD-20231443,2025-06-10,2025-06-13,CUST-9137,Customer 9137,Consumer,United States,State_38,City_48,West,PROD-TEC-3602,Technology,Machines,Machines Product 24,2,121.96,0.09,221.97,160.89,61.08,0.2752,Bank Transfer,Standard Class
ORD-20231444,2024-12-04,2024-12-10,CUST-5546,Customer 5546,Corporate,Australia,State_49,City_39,North,PROD-FUR-1274,Furniture,Furnishings,Furnishings Product 5,13,177.35,0.21,1821.38,1088.26,733.12,0.4025,Credit Card,Standard Class
ORD-20231445,2024-07-13,2024-07-20,CUST-1546,Customer 1546,Home Office,Canada,State_45,City_35,Central,PROD-TEC-6338,Technology,Accessories,Accessories Product 46,11,329.57,0.23,2791.46,2160.42,631.04,0.2261,Bank Transfer,Same Day
ORD-20231446,2025-06-22,2025-06-29,CUST-2852,Customer 2852,Home Office,Germany,State_12,City_31,West,PROD-OFF-1680,Office Supplies,Appliances,Appliances Product 50,7,215.64,0.1,1358.53,781.85,576.68,0.4245,Bank Transfer,First Class
ORD-20231447,2024-12-24,2024-12-27,CUST-4870,Customer 4870,Consumer,Canada,State_24,City_15,North,PROD-FUR-6281,Furniture,Furnishings,Furnishings Product 28,3,494.68,0.26,1098.19,663.14,435.05,0.3962,Bank Transfer,First Class
ORD-20231448,2025-04-26,2025-04-29,CUST-4256,Customer 4256,Home Office,United States,State_39,City_33,East,PROD-FUR-6607,Furniture,Bookcases,Bookcases Product 33,15,449.83,0.06,6342.6,4066.07,2276.53,0.3589,Cash on Delivery,Second Class
ORD-20231449,2024-02-03,2024-02-10,CUST-9448,Customer 9448,Consumer,United States,State_31,City_8,South,PROD-TEC-9579,Technology,Phones,Phones Product 9,13,362.99,0.27,3444.78,1889.61,1555.17,0.4515,PayPal,Standard Class
ORD-20231450,2023-07-25,2023-07-30,CUST-9447,Customer 9447,Corporate,Australia,State_39,City_46,North,PROD-TEC-1366,Technology,Machines,Machines Product 47,4,75.47,0.02,295.84,136.74,159.1,0.5378,Cash on Delivery,First Class
ORD-20231451,2023-12-19,2023-12-23,CUST-2327,Customer 2327,Consumer,France,State_36,City_90,East,PROD-OFF-2230,Office Supplies,Appliances,Appliances Product 40,8,13.96,0.01,110.56,68.3,42.26,0.3822,PayPal,Standard Class
ORD-20231452,2023-07-18,2023-07-21,CUST-7243,Customer 7243,Consumer,United Kingdom,State_22,City_50,Central,PROD-FUR-5843,Furniture,Labels,Labels Product 13,4,134.98,0.26,399.54,309.97,89.57,0.2242,Cash on Delivery,Standard Class
ORD-20231453,2023-04-11,2023-04-13,CUST-7610,Customer 7610,Corporate,United States,State_5,City_3,Central,PROD-TEC-8374,Technology,Accessories,Accessories Product 49,12,36.77,0.25,330.93,186.24,144.69,0.4372,Cash on Delivery,First Class
ORD-20231454,2024-08-27,2024-08-29,CUST-8494,Customer 8494,Consumer,France,State_19,City_96,West,PROD-FUR-4375,Furniture,Labels,Labels Product 28,4,381.79,0.25,1145.37,476.69,668.68,0.5838,Bank Transfer,Second Class
ORD-20231455,2023-04-06,2023-04-10,CUST-3220,Customer 3220,Corporate,Australia,State_39,City_55,North,PROD-OFF-4059,Office Supplies,Paper,Paper Product 7,11,308.72,0.13,2954.45,1344.36,1610.09,0.545,PayPal,Second Class
ORD-20231456,2024-09-26,2024-10-01,CUST-1813,Customer 1813,Corporate,United Kingdom,State_35,City_35,West,PROD-TEC-8959,Technology,Accessories,Accessories Product 34,3,146.84,0.21,348.01,142.07,205.94,0.5918,PayPal,Second Class
ORD-20231457,2024-05-04,2024-05-05,CUST-5888,Customer 5888,Consumer,Australia,State_24,City_80,South,PROD-TEC-3926,Technology,Copiers,Copiers Product 37,7,366.06,0.01,2536.8,2015.14,521.66,0.2056,Credit Card,Second Class
ORD-20231458,2023-03-02,2023-03-04,CUST-1027,Customer 1027,Consumer,United States,State_33,City_55,South,PROD-TEC-4787,Technology,Machines,Machines Product 24,8,309.33,0.08,2276.67,1647.38,629.29,0.2764,Cash on Delivery,First Class
ORD-20231459,2025-03-27,2025-04-02,CUST-5646,Customer 5646,Corporate,United Kingdom,State_3,City_37,North,PROD-OFF-4830,Office Supplies,Art,Art Product 22,7,205.21,0.27,1048.62,429.52,619.1,0.5904,Credit Card,Standard Class
ORD-20231460,2024-10-13,2024-10-14,CUST-5655,Customer 5655,Consumer,France,State_18,City_59,North,PROD-OFF-9649,Office Supplies,Appliances,Appliances Product 49,5,400.77,0.11,1783.43,1348.95,434.48,0.2436,Bank Transfer,Second Class
ORD-20231461,2023-06-11,2023-06-18,CUST-6710,Customer 6710,Corporate,France,State_15,City_47,North,PROD-FUR-3763,Furniture,Bookcases,Bookcases Product 40,2,384.57,0.06,722.99,470.25,252.74,0.3496,PayPal,Same Day
ORD-20231462,2025-01-08,2025-01-12,CUST-7847,Customer 7847,Consumer,Canada,State_49,City_42,Central,PROD-OFF-2262,Office Supplies,Supplies,Supplies Product 12,12,496.58,0.1,5363.06,4233.23,1129.83,0.2107,Cash on Delivery,Same Day
ORD-20231463,2024-12-27,2024-12-31,CUST-2458,Customer 2458,Home Office,Canada,State_13,City_19,Central,PROD-OFF-5425,Office Supplies,Binders,Binders Product 30,5,474.2,0.29,1683.41,934.32,749.09,0.445,PayPal,First Class
ORD-20231464,2023-12-08,2023-12-12,CUST-5238,Customer 5238,Consumer,United States,State_8,City_65,North,PROD-OFF-7794,Office Supplies,Art,Art Product 9,4,445.71,0.07,1658.04,993.78,664.26,0.4006,Bank Transfer,Same Day
ORD-20231465,2025-02-17,2025-02-22,CUST-6786,Customer 6786,Home Office,France,State_20,City_13,West,PROD-TEC-6885,Technology,Phones,Phones Product 42,2,309.21,0.08,568.95,384.07,184.88,0.3249,Cash on Delivery,First Class
ORD-20231466,2024-07-26,2024-07-28,CUST-1798,Customer 1798,Corporate,Canada,State_14,City_4,North,PROD-FUR-7149,Furniture,Furnishings,Furnishings Product 9,8,397.16,0.13,2764.23,2198.54,565.69,0.2046,Bank Transfer,Standard Class
ORD-20231467,2025-05-24,2025-05-26,CUST-4537,Customer 4537,Corporate,Australia,State_12,City_8,South,PROD-FUR-7194,Furniture,Bookcases,Bookcases Product 20,10,160.46,0.22,1251.59,597.46,654.13,0.5226,Bank Transfer,First Class
ORD-20231468,2025-11-25,2025-12-01,CUST-6593,Customer 6593,Home Office,France,State_14,City_56,West,PROD-TEC-7822,Technology,Machines,Machines Product 19,14,130.56,0.2,1462.27,649.7,812.57,0.5557,Debit Card,Standard Class
ORD-20231469,2023-09-04,2023-09-07,CUST-1160,Customer 1160,Corporate,France,State_17,City_38,North,PROD-FUR-5523,Furniture,Labels,Labels Product 41,3,274.26,0.29,584.17,379.57,204.6,0.3502,Credit Card,Second Class
ORD-20231470,2025-05-28,2025-05-31,CUST-6149,Customer 6149,Consumer,Germany,State_34,City_18,Central,PROD-OFF-4872,Office Supplies,Fasteners,Fasteners Product 34,14,89.68,0.09,1142.52,713.77,428.75,0.3753,PayPal,First Class
ORD-20231471,2025-08-21,2025-08-27,CUST-1916,Customer 1916,Corporate,Germany,State_43,City_33,East,PROD-TEC-3222,Technology,Accessories,Accessories Product 25,5,479.79,0.12,2111.08,1017.76,1093.32,0.5179,Debit Card,First Class
ORD-20231472,2025-06-05,2025-06-08,CUST-5700,Customer 5700,Corporate,United States,State_15,City_18,East,PROD-FUR-3544,Furniture,Labels,Labels Product 1,5,478.2,0.22,1864.98,837.34,1027.64,0.551,Debit Card,First Class
ORD-20231473,2025-01-04,2025-01-08,CUST-7037,Customer 7037,Home Office,France,State_37,City_32,Central,PROD-FUR-9418,Furniture,Chairs,Chairs Product 25,14,191.27,0.14,2302.89,1826.91,475.98,0.2067,PayPal,Second Class
ORD-20231474,2024-01-23,2024-01-27,CUST-5011,Customer 5011,Corporate,United Kingdom,State_26,City_83,Central,PROD-FUR-1000,Furniture,Chairs,Chairs Product 17,15,281.71,0.23,3253.75,2241.65,1012.1,0.3111,Credit Card,Standard Class
ORD-20231475,2024-09-29,2024-10-01,CUST-8949,Customer 8949,Consumer,United Kingdom,State_18,City_57,Central,PROD-OFF-1579,Office Supplies,Binders,Binders Product 10,6,69.69,0.14,359.6,150.45,209.15,0.5816,Debit Card,First Class
ORD-20231476,2023-06-24,2023-07-01,CUST-1559,Customer 1559,Home Office,Canada,State_18,City_7,Central,PROD-TEC-7728,Technology,Accessories,Accessories Product 19,13,465.53,0.06,5688.78,2808.24,2880.54,0.5064,Credit Card,Second Class
ORD-20231477,2024-06-17,2024-06-24,CUST-7847,Customer 7847,Consumer,Canada,State_13,City_71,North,PROD-OFF-9661,Office Supplies,Storage,Storage Product 46,14,102.97,0.09,1311.84,753.99,557.85,0.4252,Debit Card,First Class
ORD-20231478,2023-08-11,2023-08-14,CUST-3037,Customer 3037,Corporate,United States,State_23,City_83,West,PROD-TEC-5921,Technology,Copiers,Copiers Product 13,12,414.31,0.19,4027.09,2473.07,1554.02,0.3859,Credit Card,First Class
ORD-20231479,2023-10-15,2023-10-21,CUST-6417,Customer 6417,Home Office,United States,State_1,City_31,West,PROD-TEC-6429,Technology,Machines,Machines Product 47,4,23.15,0.1,83.34,66.19,17.15,0.2058,PayPal,Second Class
ORD-20231480,2023-09-07,2023-09-12,CUST-3349,Customer 3349,Corporate,France,State_11,City_74,Central,PROD-FUR-6695,Furniture,Furnishings,Furnishings Product 1,11,32.01,0.16,295.77,209.75,86.02,0.2908,PayPal,Same Day
ORD-20231481,2023-10-07,2023-10-08,CUST-5902,Customer 5902,Consumer,Canada,State_27,City_64,South,PROD-OFF-6940,Office Supplies,Supplies,Supplies Product 27,4,364.04,0.12,1281.42,967.74,313.68,0.2448,Bank Transfer,Standard Class
ORD-20231482,2023-08-31,2023-09-01,CUST-3964,Customer 3964,Corporate,United Kingdom,State_1,City_28,Central,PROD-OFF-9678,Office Supplies,Art,Art Product 36,15,311.25,0.03,4528.69,3167.68,1361.01,0.3005,Bank Transfer,Same Day
ORD-20231483,2025-06-26,2025-07-01,CUST-6833,Customer 6833,Consumer,United Kingdom,State_11,City_43,South,PROD-OFF-9920,Office Supplies,Supplies,Supplies Product 1,14,490.09,0.01,6792.65,2884.93,3907.72,0.5753,Cash on Delivery,First Class
ORD-20231484,2023-05-06,2023-05-09,CUST-8702,Customer 8702,Consumer,Australia,State_18,City_4,East,PROD-FUR-3433,Furniture,Labels,Labels Product 28,12,354.47,0.21,3360.38,1651.4,1708.98,0.5086,Cash on Delivery,Same Day
ORD-20231485,2024-07-20,2024-07-22,CUST-4441,Customer 4441,Consumer,United Kingdom,State_49,City_39,Central,PROD-FUR-4431,Furniture,Labels,Labels Product 41,12,11.46,0.05,130.64,67.88,62.76,0.4804,Debit Card,First Class
ORD-20231486,2023-01-17,2023-01-24,CUST-4021,Customer 4021,Corporate,United States,State_50,City_76,West,PROD-FUR-2225,Furniture,Chairs,Chairs Product 11,2,294.58,0.25,441.87,270.0,171.87,0.389,Credit Card,Same Day
ORD-20231487,2024-05-31,2024-06-02,CUST-3972,Customer 3972,Corporate,France,State_21,City_57,Central,PROD-FUR-3163,Furniture,Bookcases,Bookcases Product 44,14,192.26,0.26,1991.81,1017.2,974.61,0.4893,Debit Card,Same Day
ORD-20231488,2023-10-16,2023-10-22,CUST-7075,Customer 7075,Consumer,United States,State_32,City_18,Central,PROD-TEC-5878,Technology,Accessories,Accessories Product 50,10,429.61,0.1,3866.49,2717.27,1149.22,0.2972,Credit Card,Second Class
ORD-20231489,2025-11-21,2025-11-27,CUST-7136,Customer 7136,Consumer,Canada,State_45,City_94,West,PROD-TEC-4349,Technology,Phones,Phones Product 8,1,311.38,0.04,298.92,220.84,78.08,0.2612,Credit Card,Standard Class
ORD-20231490,2025-05-18,2025-05-21,CUST-3109,Customer 3109,Consumer,France,State_42,City_66,North,PROD-TEC-2167,Technology,Copiers,Copiers Product 37,13,432.65,0.16,4724.54,3707.08,1017.46,0.2154,PayPal,Standard Class
ORD-20231491,2025-10-19,2025-10-26,CUST-4986,Customer 4986,Home Office,Australia,State_8,City_37,West,PROD-TEC-2980,Technology,Copiers,Copiers Product 46,10,330.02,0.13,2871.17,1897.61,973.56,0.3391,Cash on Delivery,Second Class
ORD-20231492,2024-04-26,2024-05-03,CUST-2343,Customer 2343,Home Office,United Kingdom,State_13,City_49,West,PROD-FUR-9629,Furniture,Tables,Tables Product 19,6,492.08,0.02,2893.43,2180.94,712.49,0.2462,Debit Card,First Class
ORD-20231493,2025-10-14,2025-10-16,CUST-4148,Customer 4148,Corporate,United Kingdom,State_41,City_11,North,PROD-OFF-4538,Office Supplies,Art,Art Product 36,5,488.46,0.0,2442.3,1234.42,1207.88,0.4946,Credit Card,Same Day
ORD-20231494,2024-09-20,2024-09-22,CUST-9283,Customer 9283,Home Office,France,State_14,City_76,South,PROD-FUR-1455,Furniture,Bookcases,Bookcases Product 10,4,180.89,0.01,716.32,308.3,408.02,0.5696,Debit Card,First Class
ORD-20231495,2025-06-03,2025-06-07,CUST-6650,Customer 6650,Home Office,United States,State_23,City_5,North,PROD-FUR-8473,Furniture,Tables,Tables Product 49,11,466.22,0.11,4564.29,3244.08,1320.21,0.2892,Debit Card,Same Day
ORD-20231496,2023-04-21,2023-04-26,CUST-3637,Customer 3637,Home Office,United States,State_39,City_6,North,PROD-FUR-2682,Furniture,Labels,Labels Product 36,3,298.38,0.18,734.01,294.44,439.57,0.5989,Bank Transfer,First Class
ORD-20231497,2025-11-26,2025-12-03,CUST-3088,Customer 3088,Consumer,United States,State_40,City_48,South,PROD-TEC-8453,Technology,Copiers,Copiers Product 40,9,267.78,0.11,2144.92,882.76,1262.16,0.5884,Credit Card,Second Class
ORD-20231498,2024-05-06,2024-05-07,CUST-8562,Customer 8562,Consumer,France,State_27,City_95,South,PROD-OFF-1859,Office Supplies,Art,Art Product 42,8,255.78,0.21,1616.53,1079.58,536.95,0.3322,Credit Card,Standard Class
ORD-20231499,2024-03-29,2024-04-04,CUST-8485,Customer 8485,Consumer,France,State_17,City_48,South,PROD-FUR-7372,Furniture,Chairs,Chairs Product 42,1,274.3,0.01,271.56,203.4,68.16,0.251,Credit Card,First Class
ORD-20231500,2024-01-30,2024-01-31,CUST-4803,Customer 4803,Corporate,United States,State_11,City_20,Central,PROD-TEC-2054,Technology,Phones,Phones Product 45,15,400.83,0.06,5651.7,3965.54,1686.16,0.2983,Cash on Delivery,Same Day
ORD-20231501,2024-04-30,2024-05-05,CUST-6269,Customer 6269,Consumer,United States,State_38,City_52,South,PROD-FUR-8443,Furniture,Labels,Labels Product 20,15,467.15,0.23,5395.58,4222.97,1172.61,0.2173,PayPal,First Class
